NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 102, Shasta County, California",1125,686,677,0,0,0,0,29,0,33,44,0,37,29,0,14,79,35,47,126,100,57,38,0,9,0,0,882.0,34458.0,2018,06,089,010200,06089010200
"Census Tract 115, Shasta County, California",2176,522,501,0,0,0,0,0,0,0,0,0,34,65,0,0,0,41,216,0,17,15,113,0,0,0,0,851.0,60944.0,2018,06,089,011500,06089011500
"Census Tract 2505.01, Solano County, California",769,267,261,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,9,36,38,96,45,0,9,0,1602.0,83785.0,2018,06,095,250501,06095250501
"Census Tract 2506.01, Solano County, California",1559,521,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,33,234,138,49,0,0,1855.0,82466.0,2018,06,095,250601,06095250601
"Census Tract 2518.02, Solano County, California",1195,825,825,0,0,0,9,91,20,32,28,16,15,8,81,59,25,68,72,144,50,46,54,7,0,0,0,771.0,25768.0,2018,06,095,251802,06095251802
"Census Tract 2527.05, Solano County, California",1840,500,454,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,11,334,93,0,0,0,1799.0,84545.0,2018,06,095,252705,06095252705
"Census Tract 626.44, Orange County, California",3282,1668,1635,15,0,0,45,75,14,0,0,14,47,0,0,0,0,0,0,0,63,15,64,657,267,244,115,2354.0,146953.0,2018,06,059,062644,06059062644
"Census Tract 2521.08, Solano County, California",1343,377,358,0,0,0,0,0,0,0,0,8,0,7,9,7,14,0,0,18,33,69,56,106,31,0,0,1625.0,81563.0,2018,06,095,252108,06095252108
"Census Tract 2531.06, Solano County, California",1302,574,563,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,73,105,200,161,17,0,0,1741.0,90488.0,2018,06,095,253106,06095253106
"Census Tract 626.40, Orange County, California",1579,721,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,250,317,103,9,11,2132.0,84632.0,2018,06,059,062640,06059062640
"Census Tract 630.08, Orange County, California",551,385,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,22,26,31,122,120,3244.0,100396.0,2018,06,059,063008,06059063008
"Census Tract 631.03, Orange County, California",1061,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,216,40,17,0,29,1819.0,124618.0,2018,06,059,063103,06059063103
"Census Tract 637.01, Orange County, California",1587,1342,1320,0,0,0,13,72,25,19,0,13,0,12,0,0,0,16,17,29,85,204,658,141,7,9,0,1618.0,47336.0,2018,06,059,063701,06059063701
"Census Tract 639.03, Orange County, California",1089,387,387,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,47,227,59,36,0,0,1783.0,97708.0,2018,06,059,063903,06059063903
"Census Tract 639.05, Orange County, California",1683,849,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,100,436,125,74,27,22,1823.0,86101.0,2018,06,059,063905,06059063905
"Census Tract 740.04, Orange County, California",2289,973,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,701,135,40,0,0,1784.0,74896.0,2018,06,059,074004,06059074004
"Census Tract 745.02, Orange County, California",1019,480,475,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,9,0,104,166,124,53,0,0,0,1409.0,62457.0,2018,06,059,074502,06059074502
"Census Tract 750.02, Orange County, California",2287,2003,2003,0,25,13,0,234,24,38,120,0,0,13,54,11,0,0,49,85,442,560,206,129,0,0,0,1190.0,30754.0,2018,06,059,075002,06059075002
"Census Tract 752.01, Orange County, California",1143,518,502,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,0,0,36,140,176,82,9,0,0,1545.0,57135.0,2018,06,059,075201,06059075201
"Census Tract 753.02, Orange County, California",1141,440,440,0,0,0,0,0,0,0,3,0,0,0,0,31,0,0,0,17,38,41,135,130,0,45,0,1833.0,73042.0,2018,06,059,075302,06059075302
"Census Tract 20, Sacramento County, California",1384,1095,1059,0,0,0,0,0,0,0,0,18,21,42,86,26,88,29,132,96,114,171,181,55,0,0,0,991.0,55698.0,2018,06,067,002000,06067002000
"Census Tract 25, Sacramento County, California",695,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,24,9,6,0,0,0,1391.0,118977.0,2018,06,067,002500,06067002500
"Census Tract 36, Sacramento County, California",1010,430,425,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,7,96,141,120,15,7,0,0,0,1125.0,45486.0,2018,06,067,003600,06067003600
"Census Tract 40.04, Sacramento County, California",2668,922,811,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,52,49,304,267,111,0,0,0,0,1227.0,89952.0,2018,06,067,004004,06067004004
"Census Tract 40.08, Sacramento County, California",1561,408,367,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,52,115,157,0,16,0,0,1477.0,88199.0,2018,06,067,004008,06067004008
"Census Tract 40.09, Sacramento County, California",2130,892,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,226,190,328,0,0,0,0,1359.0,69868.0,2018,06,067,004009,06067004009
"Census Tract 51.01, Sacramento County, California",1262,681,661,0,0,0,0,0,0,0,0,8,0,0,0,7,35,73,58,122,180,131,47,0,0,0,0,1038.0,38750.0,2018,06,067,005101,06067005101
"Census Tract 54.04, Sacramento County, California",2578,1145,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,25,91,96,116,230,262,238,56,31,0,0,1264.0,90739.0,2018,06,067,005404,06067005404
"Census Tract 76.01, Sacramento County, California",2786,1558,1558,0,0,0,0,92,0,15,15,25,42,16,0,0,70,0,112,212,424,216,214,84,21,0,0,1106.0,53019.0,2018,06,067,007601,06067007601
"Census Tract 64, Sacramento County, California",1776,869,818,0,0,0,0,0,8,0,0,0,0,0,31,25,16,45,115,55,296,98,103,26,0,0,0,1096.0,35769.0,2018,06,067,006400,06067006400
"Census Tract 66, Sacramento County, California",2152,1310,1292,0,0,8,0,0,0,19,0,0,21,21,90,103,105,25,70,195,209,259,158,9,0,0,0,994.0,40326.0,2018,06,067,006600,06067006600
"Census Tract 74.17, Sacramento County, California",925,235,220,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,6,0,22,87,67,12,0,0,0,1411.0,78239.0,2018,06,067,007417,06067007417
"Census Tract 80.07, Sacramento County, California",1401,568,556,0,0,0,0,0,45,0,0,36,15,0,0,8,0,1,57,136,68,122,68,0,0,0,0,985.0,61192.0,2018,06,067,008007,06067008007
"Census Tract 80.09, Sacramento County, California",1859,698,688,0,0,0,0,0,0,0,0,0,6,0,0,0,29,63,22,112,212,89,132,7,16,0,0,1132.0,73832.0,2018,06,067,008009,06067008009
"Census Tract 81.20, Sacramento County, California",1986,1173,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,99,463,376,113,24,0,0,0,1210.0,54167.0,2018,06,067,008120,06067008120
"Census Tract 81.27, Sacramento County, California",1727,638,573,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,187,162,176,32,0,0,0,1379.0,65879.0,2018,06,067,008127,06067008127
"Census Tract 81.32, Sacramento County, California",1481,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,66,0,9,0,126,15,0,0,0,1613.0,63351.0,2018,06,067,008132,06067008132
"Census Tract 81.45, Sacramento County, California",2616,627,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,32,98,324,38,60,0,0,1684.0,84410.0,2018,06,067,008145,06067008145
"Census Tract 82.03, Sacramento County, California",1872,446,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,164,69,104,18,0,0,0,1243.0,70441.0,2018,06,067,008203,06067008203
"Census Tract 72.02, Sacramento County, California",1294,432,406,0,0,0,10,0,9,8,11,0,0,11,0,0,0,23,30,61,68,101,74,0,0,0,0,1147.0,56655.0,2018,06,067,007202,06067007202
"Census Tract 72.08, Sacramento County, California",1367,386,381,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,22,115,132,87,8,0,0,0,1319.0,64627.0,2018,06,067,007208,06067007208
"Census Tract 74.14, Sacramento County, California",1441,798,792,13,0,0,0,0,37,0,0,0,0,0,0,8,0,5,126,60,162,230,151,0,0,0,0,1227.0,54856.0,2018,06,067,007414,06067007414
"Census Tract 74.15, Sacramento County, California",1126,410,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,167,33,21,22,132,0,0,0,0,920.0,71118.0,2018,06,067,007415,06067007415
"Census Tract 79.03, Sacramento County, California",1870,626,616,0,0,0,7,28,0,0,0,0,0,0,0,0,8,59,27,57,167,37,128,9,0,0,89,1183.0,73405.0,2018,06,067,007903,06067007903
"Census Tract 80.06, Sacramento County, California",2287,700,700,0,0,0,0,0,0,0,0,0,0,0,12,0,31,0,58,33,255,148,53,44,12,54,0,1212.0,77525.0,2018,06,067,008006,06067008006
"Census Tract 117, Monterey County, California",1528,222,195,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,24,9,86,51,0,2730.0,128056.0,2018,06,053,011700,06053011700
"Census Tract 136, Monterey County, California",1412,788,788,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,52,47,168,215,225,44,14,0,0,1371.0,56683.0,2018,06,053,013600,06053013600
"Census Tract 137, Monterey County, California",1424,1032,1032,0,0,0,0,7,0,0,0,18,0,10,0,0,31,29,93,95,153,186,243,149,10,8,0,1358.0,42635.0,2018,06,053,013700,06053013700
"Census Tract 138, Monterey County, California",1723,585,549,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,20,0,78,60,147,145,51,0,0,1733.0,77772.0,2018,06,053,013800,06053013800
"Census Tract 101.02, Monterey County, California",986,160,160,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,5,0,82,9,9,17,8,1774.0,123511.0,2018,06,053,010102,06053010102
"Census Tract 122, Monterey County, California",1204,611,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,89,109,148,144,58,10,0,1706.0,80357.0,2018,06,053,012200,06053012200
"Census Tract 103.05, Monterey County, California",1420,215,204,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,19,50,36,75,8,0,0,1736.0,90417.0,2018,06,053,010305,06053010305
"Census Tract 111.02, Monterey County, California",2773,1000,986,0,0,17,13,53,0,0,0,0,0,32,38,0,33,36,32,41,126,166,353,46,0,0,0,1358.0,70815.0,2018,06,053,011102,06053011102
"Census Tract 112.02, Monterey County, California",1609,814,800,0,0,0,0,0,0,0,0,0,0,7,0,18,0,17,46,73,212,74,292,61,0,0,0,1341.0,50337.0,2018,06,053,011202,06053011202
"Census Tract 134, Monterey County, California",642,182,182,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,40,79,30,18,0,2228.0,90795.0,2018,06,053,013400,06053013400
"Census Tract 135, Monterey County, California",1796,783,771,0,0,0,42,8,0,0,0,0,0,0,37,27,21,0,70,65,125,69,163,119,25,0,0,1231.0,61012.0,2018,06,053,013500,06053013500
"Census Tract 106.05, Monterey County, California",933,387,382,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33,64,77,84,43,69,0,0,0,1265.0,74226.0,2018,06,053,010605,06053010605
"Census Tract 111.01, Monterey County, California",1290,658,635,0,0,0,16,2,0,0,38,2,0,2,0,28,60,47,46,34,108,61,180,11,0,0,0,1098.0,44904.0,2018,06,053,011101,06053011101
"Census Tract 123.02, Monterey County, California",962,622,617,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,32,118,169,137,119,28,0,1928.0,75268.0,2018,06,053,012302,06053012302
"Census Tract 127, Monterey County, California",1683,1232,1201,0,0,0,9,9,0,0,17,9,0,0,0,0,0,0,9,92,147,320,358,151,17,54,9,1491.0,74479.0,2018,06,053,012700,06053012700
"Census Tract 139, Monterey County, California",905,391,376,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,147,27,63,72,24,10,0,1324.0,52232.0,2018,06,053,013900,06053013900
"Census Tract 143.02, Monterey County, California",1677,772,763,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,44,52,199,207,187,7,46,0,0,1329.0,74115.0,2018,06,053,014302,06053014302
"Census Tract 140, Monterey County, California",837,519,502,0,0,0,0,2,0,0,0,0,0,5,8,0,0,26,37,63,60,95,112,62,29,1,2,1382.0,53640.0,2018,06,053,014000,06053014000
"Census Tract 17, Monterey County, California",1216,844,826,0,0,0,0,9,0,0,15,0,0,0,0,25,0,0,19,119,152,188,249,50,0,0,0,1348.0,53317.0,2018,06,053,001700,06053001700
"Census Tract 8, Monterey County, California",1155,661,626,0,0,0,0,0,0,0,0,0,37,18,0,0,0,7,127,25,89,167,88,50,18,0,0,1265.0,47750.0,2018,06,053,000800,06053000800
"Census Tract 156, San Francisco County, California",1450,1058,1039,0,0,0,39,0,8,0,8,9,24,0,12,11,41,44,58,33,63,80,150,139,144,120,56,1798.0,95000.0,2018,06,075,015600,06075015600
"Census Tract 102, San Francisco County, California",2541,1632,1592,0,0,0,0,0,0,0,0,0,0,122,19,0,17,0,8,34,77,117,164,265,163,297,309,2449.0,134176.0,2018,06,075,010200,06075010200
"Census Tract 108, San Francisco County, California",2466,1852,1754,0,0,0,0,39,0,17,0,0,21,20,35,0,0,113,30,72,174,150,369,249,211,237,17,1779.0,102243.0,2018,06,075,010800,06075010800
"Census Tract 331, San Francisco County, California",1416,239,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,0,63,74,3313.0,114783.0,2018,06,075,033100,06075033100
"Census Tract 402, San Francisco County, California",2319,1349,1313,0,0,0,0,0,0,20,0,0,0,0,0,0,19,101,19,128,30,140,255,279,177,131,14,1891.0,105507.0,2018,06,075,040200,06075040200
"Census Tract 3400.02, Contra Costa County, California",3004,507,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,77,207,124,67,0,2360.0,146500.0,2018,06,013,340002,06013340002
"Census Tract 3430.01, Contra Costa County, California",1970,1130,1101,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,15,28,50,106,504,247,107,9,0,1814.0,110611.0,2018,06,013,343001,06013343001
"Census Tract 3461.02, Contra Costa County, California",1899,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,29,36,0,2690.0,246723.0,2018,06,013,346102,06013346102
"Census Tract 3470, Contra Costa County, California",2293,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,60,24,17,39,0,1892.0,180970.0,2018,06,013,347000,06013347000
"Census Tract 3530.01, Contra Costa County, California",1352,122,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,6,48,2468.0,219038.0,2018,06,013,353001,06013353001
"Census Tract 3560.01, Contra Costa County, California",1235,187,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,19,0,81,0,0,0,1454.0,100292.0,2018,06,013,356001,06013356001
"Census Tract 3660.01, Contra Costa County, California",1259,597,578,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,26,72,113,253,68,9,0,0,1581.0,59863.0,2018,06,013,366001,06013366001
"Census Tract 3750, Contra Costa County, California",1204,850,850,0,0,0,0,0,0,28,0,0,0,0,0,0,0,15,65,46,176,172,225,69,40,0,14,1388.0,58466.0,2018,06,013,375000,06013375000
"Census Tract 3010, Contra Costa County, California",1756,306,260,0,0,0,0,0,0,0,0,12,11,19,11,27,0,0,0,0,54,35,16,60,15,0,0,1231.0,75607.0,2018,06,013,301000,06013301000
"Census Tract 3072.01, Contra Costa County, California",1075,596,543,0,0,0,0,7,0,23,0,36,7,0,0,0,0,0,26,10,103,84,233,14,0,0,0,1427.0,52261.0,2018,06,013,307201,06013307201
"Census Tract 3100, Contra Costa County, California",1719,975,969,0,0,0,0,38,0,0,11,12,0,0,0,0,0,39,56,163,97,135,278,118,22,0,0,1377.0,55328.0,2018,06,013,310000,06013310000
"Census Tract 3131.02, Contra Costa County, California",1491,802,795,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,42,10,75,128,408,106,0,0,0,1643.0,71020.0,2018,06,013,313102,06013313102
"Census Tract 3212, Contra Costa County, California",2263,1374,1263,0,0,0,38,16,14,0,0,0,11,0,0,0,0,25,0,0,130,190,465,308,51,15,0,1723.0,81804.0,2018,06,013,321200,06013321200
"Census Tract 3300, Contra Costa County, California",1947,500,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,64,136,144,106,29,0,2118.0,81462.0,2018,06,013,330000,06013330000
"Census Tract 3361.01, Contra Costa County, California",1559,1360,1360,0,0,0,0,8,0,0,11,0,0,0,0,9,9,0,0,62,185,388,530,126,10,22,0,1508.0,66250.0,2018,06,013,336101,06013336101
"Census Tract 3372, Contra Costa County, California",3218,1450,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,229,197,576,253,57,13,0,1660.0,76927.0,2018,06,013,337200,06013337200
"Census Tract 3373, Contra Costa County, California",2315,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,262,48,27,66,59,1927.0,127860.0,2018,06,013,337300,06013337300
"Census Tract 3592.03, Contra Costa County, California",2261,441,441,0,0,0,0,0,18,0,0,0,0,0,0,0,12,17,36,0,0,43,30,173,103,0,9,2186.0,104823.0,2018,06,013,359203,06013359203
"Census Tract 3700, Contra Costa County, California",1091,364,355,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,0,41,41,84,62,65,27,0,1860.0,94896.0,2018,06,013,370000,06013370000
"Census Tract 3860, Contra Costa County, California",1475,1012,1012,0,23,0,0,31,0,0,0,10,8,0,0,0,6,0,23,0,82,171,351,226,61,20,0,1717.0,59112.0,2018,06,013,386000,06013386000
"Census Tract 3891, Contra Costa County, California",895,535,528,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,31,0,39,94,242,71,22,15,10,1698.0,100982.0,2018,06,013,389100,06013389100
"Census Tract 3892, Contra Costa County, California",691,595,595,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,48,91,159,211,59,10,0,6,1482.0,65048.0,2018,06,013,389200,06013389200
"Census Tract 3050, Contra Costa County, California",2213,1661,1661,0,0,0,0,0,73,0,0,0,79,46,90,22,0,12,24,105,393,275,479,63,0,0,0,1241.0,45701.0,2018,06,013,305000,06013305000
"Census Tract 3120, Contra Costa County, California",775,507,507,39,0,0,37,58,33,44,13,5,6,11,0,0,26,0,7,0,43,53,94,32,6,0,0,714.0,34293.0,2018,06,013,312000,06013312000
"Census Tract 3072.05, Contra Costa County, California",2592,1627,1627,10,0,0,0,18,18,17,51,75,0,0,0,31,17,12,0,0,344,107,554,320,39,14,0,1602.0,41042.0,2018,06,013,307205,06013307205
"Census Tract 3141.04, Contra Costa County, California",2552,1314,1292,0,0,0,57,48,0,0,0,0,0,0,0,0,44,42,18,138,261,282,339,63,0,0,0,1284.0,47778.0,2018,06,013,314104,06013314104
"Census Tract 3150, Contra Costa County, California",1265,250,231,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,49,56,83,31,0,0,1987.0,81756.0,2018,06,013,315000,06013315000
"Census Tract 3200.01, Contra Costa County, California",1215,350,345,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,33,116,110,48,0,0,0,1469.0,82969.0,2018,06,013,320001,06013320001
"Census Tract 3080.01, Contra Costa County, California",2467,776,758,0,0,0,44,36,0,11,0,0,14,0,0,0,11,0,0,0,19,32,296,295,0,0,0,1858.0,67734.0,2018,06,013,308001,06013308001
"Census Tract 3142, Contra Costa County, California",1759,661,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,108,205,184,51,0,10,0,1421.0,53125.0,2018,06,013,314200,06013314200
"Census Tract 80.08, Sacramento County, California",1888,538,529,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10,20,20,84,88,193,68,26,0,0,1558.0,93564.0,2018,06,067,008008,06067008008
"Census Tract 80.10, Sacramento County, California",1822,497,410,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,79,72,135,80,25,0,0,1630.0,89511.0,2018,06,067,008010,06067008010
"Census Tract 70.04, Sacramento County, California",2791,1623,1569,0,0,34,0,0,0,0,29,20,0,0,31,0,0,16,172,194,398,406,244,25,0,0,0,1181.0,47729.0,2018,06,067,007004,06067007004
"Census Tract 70.07, Sacramento County, California",1629,832,796,0,0,0,0,0,0,6,9,47,0,0,0,3,24,32,9,31,91,209,306,29,0,0,0,1425.0,57019.0,2018,06,067,007007,06067007007
"Census Tract 84.02, Sacramento County, California",2101,617,584,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,230,117,116,53,55,0,0,1355.0,91353.0,2018,06,067,008402,06067008402
"Census Tract 81.22, Sacramento County, California",1413,714,694,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,45,253,142,176,37,15,0,0,1290.0,67243.0,2018,06,067,008122,06067008122
"Census Tract 6030, San Mateo County, California",1850,952,942,0,0,0,0,0,0,0,0,32,0,0,0,0,29,0,0,0,53,87,230,298,148,42,23,2067.0,99963.0,2018,06,081,603000,06081603000
"Census Tract 6096.01, San Mateo County, California",1191,314,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,47,58,61,36,65,2586.0,223875.0,2018,06,081,609601,06081609601
"Census Tract 6098, San Mateo County, California",1687,419,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,13,183,33,20,10,58,1805.0,133711.0,2018,06,081,609800,06081609800
"Census Tract 6108, San Mateo County, California",1665,1456,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,160,510,396,168,90,28,1972.0,68403.0,2018,06,081,610800,06081610800
"Census Tract 6109, San Mateo County, California",2502,1869,1869,0,0,0,0,16,0,0,0,0,0,0,46,21,17,0,0,14,58,337,536,534,148,97,45,1897.0,64773.0,2018,06,081,610900,06081610900
"Census Tract 6118, San Mateo County, California",881,324,319,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,29,31,38,57,82,9,58,2408.0,64261.0,2018,06,081,611800,06081611800
"Census Tract 6126, San Mateo County, California",2103,1430,1366,0,0,12,0,13,13,15,11,0,14,13,0,0,13,0,40,0,0,44,219,401,300,149,109,2344.0,143015.0,2018,06,081,612600,06081612600
"Census Tract 6132, San Mateo County, California",2543,487,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,35,0,58,0,83,50,121,2877.0,210078.0,2018,06,081,613200,06081613200
"Census Tract 6134, San Mateo County, California",1133,164,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,24,7,5,0,1865.0,217917.0,2018,06,081,613400,06081613400
"Census Tract 6137, San Mateo County, California",3530,1214,1151,0,31,28,33,55,0,0,28,42,0,44,45,0,27,0,0,24,141,137,115,150,95,29,127,1391.0,114792.0,2018,06,081,613700,06081613700
"Census Tract 6083, San Mateo County, California",1347,539,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,130,154,191,25,2843.0,156509.0,2018,06,081,608300,06081608300
"Census Tract 6093, San Mateo County, California",1195,216,205,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,27,46,27,1,7,87,2361.0,184583.0,2018,06,081,609300,06081609300
"Census Tract 6127, San Mateo County, California",799,58,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,20,6,0,7,2200.0,231250.0,2018,06,081,612700,06081612700
"Census Tract 6129, San Mateo County, California",1778,456,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,54,54,50,73,124,2905.0,175357.0,2018,06,081,612900,06081612900
"Census Tract 6133, San Mateo County, California",989,59,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,5,0,2104.0,242250.0,2018,06,081,613300,06081613300
"Census Tract 6136, San Mateo County, California",2227,465,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,101,211,0,13,57,20,1680.0,103292.0,2018,06,081,613600,06081613600
"Census Tract 6087, San Mateo County, California",2603,825,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,82,19,278,149,74,18,152,1980.0,129589.0,2018,06,081,608700,06081608700
"Census Tract 6096.03, San Mateo County, California",2061,228,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,0,74,30,43,2774.0,181083.0,2018,06,081,609603,06081609603
"Census Tract 6119, San Mateo County, California",2627,1301,1215,0,57,93,64,0,0,0,0,37,0,0,0,0,0,0,0,72,20,90,321,53,190,90,128,1772.0,98089.0,2018,06,081,611900,06081611900
"Census Tract 6128, San Mateo County, California",1069,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,35,6,0,21,2229.0,250001.0,2018,06,081,612800,06081612800
"Census Tract 6018, San Mateo County, California",2078,470,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,94,0,180,86,48,2742.0,113810.0,2018,06,081,601800,06081601800
"Census Tract 6008, San Mateo County, California",2761,2585,2585,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,92,910,1031,451,49,10,2121.0,59573.0,2018,06,081,600800,06081600800
"Census Tract 6012, San Mateo County, California",2153,1024,999,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,21,65,125,341,271,94,14,7,1834.0,101534.0,2018,06,081,601200,06081601200
"Census Tract 6026, San Mateo County, California",2725,671,638,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,149,180,202,77,16,2433.0,120236.0,2018,06,081,602600,06081602600
"Census Tract 6031, San Mateo County, California",1223,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,28,36,40,48,0,2431.0,131845.0,2018,06,081,603100,06081603100
"Census Tract 6045, San Mateo County, California",1315,389,378,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,23,37,70,21,87,120,3103.0,125273.0,2018,06,081,604500,06081604500
"Census Tract 6060, San Mateo County, California",2141,1155,1136,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,48,137,282,256,193,114,84,2154.0,78186.0,2018,06,081,606000,06081606000
"Census Tract 6067, San Mateo County, California",982,168,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,55,43,19,0,18,2087.0,145682.0,2018,06,081,606700,06081606700
"Census Tract 6070, San Mateo County, California",1404,480,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,168,57,30,102,46,2035.0,156389.0,2018,06,081,607000,06081607000
"Census Tract 6071, San Mateo County, California",1107,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,8,0,15,21,2250.0,170568.0,2018,06,081,607100,06081607100
