NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 8004.06, Los Angeles County, California",1012,283,175,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,41,20,35,12,28,8,26,1807.0,130208.0,2018,06,037,800406,06037800406
"Census Tract 8004.08, Los Angeles County, California",3139,625,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,144,74,22,181,67,2568.0,145696.0,2018,06,037,800408,06037800408
"Census Tract 8004.10, Los Angeles County, California",605,130,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,11,32,6,8,27,2367.0,122875.0,2018,06,037,800410,06037800410
"Census Tract 8005.04, Los Angeles County, California",1213,488,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,80,105,84,87,0,2369.0,155583.0,2018,06,037,800504,06037800504
"Census Tract 8005.06, Los Angeles County, California",1366,373,373,0,0,0,0,0,0,0,8,0,0,0,0,25,0,0,0,0,13,8,38,14,67,85,115,3079.0,177143.0,2018,06,037,800506,06037800506
"Census Tract 9001.03, Los Angeles County, California",1674,680,642,0,0,0,0,0,29,0,0,13,0,0,66,0,0,0,7,58,366,103,0,0,0,0,0,1101.0,32500.0,2018,06,037,900103,06037900103
"Census Tract 9005.06, Los Angeles County, California",1259,643,643,0,0,0,0,0,0,0,0,38,0,0,0,0,18,0,32,30,194,102,222,7,0,0,0,1273.0,50095.0,2018,06,037,900506,06037900506
"Census Tract 9001.04, Los Angeles County, California",1679,462,372,0,0,0,0,0,0,14,9,0,0,47,10,0,5,7,24,58,93,95,10,0,0,0,0,1032.0,47078.0,2018,06,037,900104,06037900104
"Census Tract 9002.01, Los Angeles County, California",438,84,74,0,0,0,0,0,0,0,0,7,0,0,0,15,25,5,8,10,4,0,0,0,0,0,0,730.0,44643.0,2018,06,037,900201,06037900201
"Census Tract 9005.05, Los Angeles County, California",1209,542,542,0,0,30,10,64,59,41,17,0,37,19,0,0,26,0,11,13,27,94,94,0,0,0,0,584.0,36799.0,2018,06,037,900505,06037900505
"Census Tract 9005.07, Los Angeles County, California",2127,966,952,0,0,0,0,18,0,40,35,29,30,0,49,55,0,0,43,57,200,183,189,24,0,0,0,1150.0,46958.0,2018,06,037,900507,06037900507
"Census Tract 9005.08, Los Angeles County, California",1008,425,411,0,0,0,0,6,0,16,0,0,0,10,0,5,0,0,0,0,27,221,85,41,0,0,0,1410.0,51667.0,2018,06,037,900508,06037900508
"Census Tract 9006.08, Los Angeles County, California",1008,429,429,0,0,31,0,0,0,24,8,0,0,21,23,0,7,0,7,6,63,53,159,23,4,0,0,1366.0,48846.0,2018,06,037,900608,06037900608
"Census Tract 9006.09, Los Angeles County, California",1505,865,797,0,0,0,0,9,0,0,45,0,17,0,27,15,28,63,50,64,173,105,168,20,13,0,0,1116.0,37321.0,2018,06,037,900609,06037900609
"Census Tract 9010.08, Los Angeles County, California",909,468,463,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,54,76,274,44,0,0,0,1658.0,61103.0,2018,06,037,901008,06037901008
"Census Tract 9010.09, Los Angeles County, California",1888,619,582,0,0,0,0,0,15,0,0,0,0,0,0,0,0,31,66,23,189,76,124,58,0,0,0,1206.0,70481.0,2018,06,037,901009,06037901009
"Census Tract 9010.10, Los Angeles County, California",1844,827,801,0,12,12,0,31,29,0,6,35,18,16,27,0,7,9,13,18,164,173,166,65,0,0,0,1255.0,62614.0,2018,06,037,901010,06037901010
"Census Tract 9010.11, Los Angeles County, California",1940,931,920,0,0,0,0,0,10,0,0,12,0,0,0,42,0,0,22,23,346,222,188,45,0,10,0,1256.0,65370.0,2018,06,037,901011,06037901011
"Census Tract 9012.09, Los Angeles County, California",572,118,99,0,6,0,0,0,4,0,0,0,0,2,0,2,0,0,7,6,0,37,17,18,0,0,0,1402.0,59911.0,2018,06,037,901209,06037901209
"Census Tract 9012.10, Los Angeles County, California",649,151,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,38,63,4,12,0,0,0,1284.0,63322.0,2018,06,037,901210,06037901210
"Census Tract 9012.13, Los Angeles County, California",1286,116,78,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,9,0,30,18,0,0,2150.0,114226.0,2018,06,037,901213,06037901213
"Census Tract 9100.01, Los Angeles County, California",1495,461,423,0,5,0,7,0,0,30,0,0,0,7,0,0,0,23,0,33,90,169,26,33,0,0,0,1274.0,47679.0,2018,06,037,910001,06037910001
"Census Tract 9100.02, Los Angeles County, California",2042,748,732,0,0,0,0,0,12,0,0,0,14,0,35,0,0,9,27,48,119,161,290,17,0,0,0,1408.0,45897.0,2018,06,037,910002,06037910002
"Census Tract 9101.01, Los Angeles County, California",434,247,241,0,0,0,0,0,0,0,0,0,8,8,0,11,7,34,36,35,74,16,12,0,0,0,0,947.0,41481.0,2018,06,037,910101,06037910101
"Census Tract 9102.07, Los Angeles County, California",1677,383,375,0,0,0,0,0,39,8,0,0,0,0,0,5,0,0,23,0,18,0,144,93,45,0,0,1828.0,88906.0,2018,06,037,910207,06037910207
"Census Tract 9102.08, Los Angeles County, California",1866,526,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,84,184,183,34,13,0,0,1464.0,63813.0,2018,06,037,910208,06037910208
"Census Tract 9102.09, Los Angeles County, California",1345,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,39,128,53,31,0,0,1816.0,102089.0,2018,06,037,910209,06037910209
"Census Tract 9102.10, Los Angeles County, California",2178,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,187,146,100,0,0,1991.0,97963.0,2018,06,037,910210,06037910210
"Census Tract 9105.04, Los Angeles County, California",1283,480,480,0,30,0,0,4,11,0,0,0,0,65,11,0,0,65,0,35,26,84,149,0,0,0,0,1183.0,42801.0,2018,06,037,910504,06037910504
"Census Tract 9105.05, Los Angeles County, California",854,174,161,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,5,48,42,40,8,0,0,0,1307.0,62941.0,2018,06,037,910505,06037910505
"Census Tract 9106.05, Los Angeles County, California",1230,488,462,0,0,27,0,0,0,0,26,14,9,0,22,0,27,0,0,18,56,106,157,0,0,0,0,1325.0,49231.0,2018,06,037,910605,06037910605
"Census Tract 9106.06, Los Angeles County, California",815,254,242,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,5,0,9,62,123,26,0,0,0,1614.0,49403.0,2018,06,037,910606,06037910606
"Census Tract 9107.11, Los Angeles County, California",2217,641,641,0,0,0,0,0,48,0,32,0,0,0,0,0,0,13,29,30,173,10,242,64,0,0,0,1243.0,55101.0,2018,06,037,910711,06037910711
"Census Tract 9107.12, Los Angeles County, California",669,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,24,0,0,0,1750.0,68720.0,2018,06,037,910712,06037910712
"Census Tract 9107.13, Los Angeles County, California",1429,272,272,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,69,117,39,0,0,0,1585.0,61307.0,2018,06,037,910713,06037910713
"Census Tract 9107.14, Los Angeles County, California",909,314,303,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,33,116,132,5,0,0,0,1469.0,61982.0,2018,06,037,910714,06037910714
"Census Tract 3202.02, Los Angeles County, California",1489,468,423,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,25,38,84,58,139,21,0,15,10,1386.0,69063.0,2018,06,037,320202,06037320202
"Census Tract 4002.07, Los Angeles County, California",1454,90,74,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,17,17,0,12,0,1765.0,130662.0,2018,06,037,400207,06037400207
"Census Tract 4004.03, Los Angeles County, California",1338,379,344,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,12,62,36,64,69,88,0,0,1883.0,103750.0,2018,06,037,400403,06037400403
"Census Tract 4004.04, Los Angeles County, California",1472,125,121,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,38,0,0,1842.0,125603.0,2018,06,037,400404,06037400404
"Census Tract 4005.01, Los Angeles County, California",696,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,5,0,0,5,14,,139861.0,2018,06,037,400501,06037400501
"Census Tract 4013.03, Los Angeles County, California",704,63,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,44,3501.0,110435.0,2018,06,037,401303,06037401303
"Census Tract 4013.04, Los Angeles County, California",1850,159,108,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,59,18,0,2695.0,127157.0,2018,06,037,401304,06037401304
"Census Tract 4020.01, Los Angeles County, California",1106,577,563,0,0,0,0,27,0,0,29,0,22,0,0,0,0,24,0,0,14,169,137,126,15,0,0,1495.0,63750.0,2018,06,037,402001,06037402001
"Census Tract 4020.02, Los Angeles County, California",1551,834,834,0,0,0,0,0,0,0,0,22,9,0,27,23,0,30,8,36,87,42,416,85,49,0,0,1660.0,53614.0,2018,06,037,402002,06037402002
"Census Tract 4023.03, Los Angeles County, California",1105,709,709,0,0,27,6,0,0,0,0,0,7,0,18,0,31,24,108,67,143,133,95,41,0,9,0,1116.0,46507.0,2018,06,037,402303,06037402303
"Census Tract 4023.04, Los Angeles County, California",951,647,629,0,0,0,0,0,0,0,4,9,9,10,8,28,12,45,97,58,145,105,83,16,0,0,0,1059.0,39205.0,2018,06,037,402304,06037402304
"Census Tract 4024.05, Los Angeles County, California",637,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,36,46,31,0,0,0,1554.0,59306.0,2018,06,037,402405,06037402405
"Census Tract 4024.06, Los Angeles County, California",1217,609,575,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,124,132,91,48,101,11,24,0,0,991.0,47274.0,2018,06,037,402406,06037402406
"Census Tract 4028.04, Los Angeles County, California",948,699,694,0,0,0,0,9,0,8,0,0,0,0,0,0,0,5,53,88,224,160,109,28,10,0,0,1205.0,48056.0,2018,06,037,402804,06037402804
"Census Tract 4027.05, Los Angeles County, California",856,154,154,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,15,32,83,5,0,0,0,1566.0,75833.0,2018,06,037,402705,06037402705
"Census Tract 4027.06, Los Angeles County, California",981,379,350,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,0,16,43,36,152,58,0,0,0,1615.0,66339.0,2018,06,037,402706,06037402706
"Census Tract 4028.03, Los Angeles County, California",722,444,418,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,32,55,75,97,102,45,0,0,0,1340.0,48810.0,2018,06,037,402803,06037402803
"Census Tract 4029.03, Los Angeles County, California",992,429,424,0,0,0,14,15,0,0,30,26,5,0,7,0,0,0,0,13,83,110,90,31,0,0,0,1293.0,58611.0,2018,06,037,402903,06037402903
"Census Tract 4029.04, Los Angeles County, California",805,206,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,89,38,0,0,0,1669.0,70913.0,2018,06,037,402904,06037402904
"Census Tract 4042.01, Los Angeles County, California",991,479,429,0,0,0,0,0,18,0,10,0,21,0,8,0,0,0,0,0,158,96,44,74,0,0,0,1249.0,49883.0,2018,06,037,404201,06037404201
"Census Tract 4042.02, Los Angeles County, California",735,334,322,0,0,9,0,4,4,5,0,0,0,0,11,0,0,0,11,41,86,63,54,34,0,0,0,1221.0,64323.0,2018,06,037,404202,06037404202
"Census Tract 4045.03, Los Angeles County, California",728,173,156,0,0,0,0,0,0,4,0,0,0,0,11,4,0,0,0,4,15,23,75,10,10,0,0,1613.0,64583.0,2018,06,037,404503,06037404503
"Census Tract 4045.04, Los Angeles County, California",1303,800,782,0,0,0,0,22,0,24,9,0,0,0,9,8,0,8,25,47,247,227,90,66,0,0,0,1242.0,45927.0,2018,06,037,404504,06037404504
"Census Tract 4053.01, Los Angeles County, California",989,497,497,8,0,0,0,10,0,0,0,0,0,0,0,7,0,0,53,41,58,131,147,42,0,0,0,1386.0,68715.0,2018,06,037,405301,06037405301
"Census Tract 4053.02, Los Angeles County, California",1512,661,648,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,66,108,92,255,39,0,17,6,1481.0,63966.0,2018,06,037,405302,06037405302
"Census Tract 4057.01, Los Angeles County, California",1114,280,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,61,66,93,32,0,0,0,1475.0,96276.0,2018,06,037,405701,06037405701
"Census Tract 4057.02, Los Angeles County, California",1492,456,456,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,55,98,184,21,27,21,0,0,1284.0,70100.0,2018,06,037,405702,06037405702
"Census Tract 4067.01, Los Angeles County, California",885,307,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,111,93,36,3,3,0,1473.0,83750.0,2018,06,037,406701,06037406701
"Census Tract 4067.02, Los Angeles County, California",1665,753,739,0,0,0,0,7,14,7,0,7,0,7,6,0,17,12,30,0,82,112,280,129,29,0,0,1622.0,78628.0,2018,06,037,406702,06037406702
"Census Tract 4069.01, Los Angeles County, California",1140,480,455,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,56,29,75,213,67,0,0,0,0,1312.0,64186.0,2018,06,037,406901,06037406901
"Census Tract 4069.02, Los Angeles County, California",852,203,199,5,0,0,26,22,11,5,18,0,0,0,22,4,0,0,23,16,13,0,26,8,0,0,0,628.0,61364.0,2018,06,037,406902,06037406902
"Census Tract 4075.01, Los Angeles County, California",1016,445,440,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,12,139,97,116,29,0,22,0,1363.0,62000.0,2018,06,037,407501,06037407501
"Census Tract 4075.02, Los Angeles County, California",856,236,219,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,9,11,23,26,77,23,31,0,0,1640.0,76351.0,2018,06,037,407502,06037407502
"Census Tract 87, Ventura County, California",1858,1247,1190,0,0,0,39,74,63,34,30,7,10,0,16,0,38,16,53,58,377,180,35,124,32,4,0,1104.0,45565.0,2018,06,111,008700,06111008700
"Census Tract 88, Ventura County, California",1407,349,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,103,129,31,0,0,2004.0,85551.0,2018,06,111,008800,06111008800
"Census Tract 89, Ventura County, California",695,223,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,36,117,23,0,0,2141.0,74229.0,2018,06,111,008900,06111008900
"Census Tract 91, Ventura County, California",1030,629,617,0,0,26,0,49,31,0,0,37,19,58,0,0,75,0,33,19,54,80,95,21,20,0,0,841.0,38365.0,2018,06,111,009100,06111009100
"Census Tract 9800, Ventura County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018,06,111,980000,06111980000
"Census Tract 9901, Ventura County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018,06,111,990100,06111990100
"Census Tract 103.02, Yolo County, California",2828,682,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,14,59,249,199,47,0,0,1859.0,96667.0,2018,06,113,010302,06113010302
"Census Tract 103.10, Yolo County, California",1783,620,545,0,0,0,0,0,0,0,0,0,0,0,0,22,0,44,11,42,67,78,193,64,24,0,0,1522.0,102183.0,2018,06,113,010310,06113010310
"Census Tract 103.12, Yolo County, California",1852,555,529,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,0,116,138,185,52,0,0,0,1450.0,94500.0,2018,06,113,010312,06113010312
"Census Tract 104.01, Yolo County, California",1740,735,626,0,0,0,0,0,29,0,0,0,8,0,16,0,0,8,20,7,138,112,206,31,28,23,0,1444.0,98708.0,2018,06,113,010401,06113010401
"Census Tract 104.02, Yolo County, California",1275,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,51,125,14,0,2616.0,121442.0,2018,06,113,010402,06113010402
"Census Tract 105.11, Yolo County, California",1344,749,739,0,0,0,0,17,0,0,18,47,0,0,0,0,0,0,0,0,70,101,201,161,59,34,31,1790.0,74038.0,2018,06,113,010511,06113010511
"Census Tract 3.03, Amador County, California",2230,674,620,0,0,0,14,0,0,16,0,0,0,0,26,0,3,15,35,183,162,44,103,15,4,0,0,1028.0,66828.0,2018,06,005,000303,06005000303
"Census Tract 3.04, Amador County, California",1513,329,285,0,0,0,0,0,20,0,0,9,0,0,5,0,0,8,11,36,52,65,79,0,0,0,0,1256.0,67688.0,2018,06,005,000304,06005000304
"Census Tract 1.03, Butte County, California",1640,388,379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,25,74,162,103,0,0,0,1733.0,83839.0,2018,06,007,000103,06007000103
"Census Tract 1.04, Butte County, California",2286,1288,1288,0,0,0,0,0,16,0,0,47,18,54,0,35,61,13,182,240,350,54,138,65,15,0,0,991.0,44216.0,2018,06,007,000104,06007000104
"Census Tract 4.01, Butte County, California",1428,753,753,0,0,0,0,0,0,0,0,0,0,0,0,25,20,9,25,27,284,220,120,14,9,0,0,1238.0,65278.0,2018,06,007,000401,06007000401
"Census Tract 4.02, Butte County, California",3066,933,880,0,0,0,0,0,0,0,0,0,0,0,0,22,0,70,24,51,164,193,234,62,0,60,0,1391.0,80018.0,2018,06,007,000402,06007000402
"Census Tract 9.01, Butte County, California",1010,251,222,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,0,8,23,47,60,35,0,0,0,1415.0,90156.0,2018,06,007,000901,06007000901
"Census Tract 9.03, Butte County, California",2611,1783,1752,0,1,3,18,0,24,4,30,4,8,18,100,38,63,24,163,198,591,300,139,25,1,0,0,1076.0,45282.0,2018,06,007,000903,06007000903
"Census Tract 9.04, Butte County, California",2642,1020,1007,0,0,0,0,0,32,0,0,0,52,0,0,0,0,0,77,82,362,129,273,0,0,0,0,1180.0,81750.0,2018,06,007,000904,06007000904
"Census Tract 17.03, Butte County, California",1212,300,266,0,0,0,0,6,0,0,0,0,10,8,0,0,28,11,0,6,79,89,29,0,0,0,0,1203.0,54677.0,2018,06,007,001703,06007001703
"Census Tract 1066.45, Los Angeles County, California",1142,120,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,38,12,2957.0,110946.0,2018,06,037,106645,06037106645
"Census Tract 1066.46, Los Angeles County, California",969,96,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,43,7,0,3,2250.0,105750.0,2018,06,037,106646,06037106646
"Census Tract 1082.02, Los Angeles County, California",2772,996,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,162,274,65,253,66,34,1935.0,108304.0,2018,06,037,108202,06037108202
"Census Tract 1066.48, Los Angeles County, California",1032,537,537,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,61,53,218,100,49,14,28,0,0,1161.0,65278.0,2018,06,037,106648,06037106648
"Census Tract 1066.49, Los Angeles County, California",702,159,145,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,43,13,23,0,20,27,5,1554.0,82841.0,2018,06,037,106649,06037106649
"Census Tract 1082.01, Los Angeles County, California",1828,440,428,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,91,182,104,3198.0,125000.0,2018,06,037,108201,06037108201
"Census Tract 1096.03, Los Angeles County, California",1303,516,516,0,0,0,0,11,0,0,11,0,0,33,0,11,0,0,11,12,145,36,128,72,46,0,0,1417.0,53750.0,2018,06,037,109603,06037109603
"Census Tract 1096.04, Los Angeles County, California",904,192,192,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,14,51,14,13,53,9,0,0,1216.0,88000.0,2018,06,037,109604,06037109604
"Census Tract 1112.05, Los Angeles County, California",1314,620,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,106,309,93,21,16,2227.0,76968.0,2018,06,037,111205,06037111205
"Census Tract 1112.06, Los Angeles County, California",1517,156,156,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,29,0,16,0,0,0,27,60,,114861.0,2018,06,037,111206,06037111206
"Census Tract 1131.01, Los Angeles County, California",1091,259,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,57,43,50,2917.0,105781.0,2018,06,037,113101,06037113101
"Census Tract 1131.02, Los Angeles County, California",972,55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,14,2643.0,138333.0,2018,06,037,113102,06037113102
"Census Tract 1132.35, Los Angeles County, California",712,214,209,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,76,68,51,0,0,2107.0,88750.0,2018,06,037,113235,06037113235
"Census Tract 1132.37, Los Angeles County, California",1435,539,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,49,254,132,67,0,0,1871.0,82821.0,2018,06,037,113237,06037113237
"Census Tract 1151.03, Los Angeles County, California",30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,0,0,0,1674.0,41818.0,2018,06,037,115103,06037115103
"Census Tract 1151.04, Los Angeles County, California",1888,1429,1429,0,0,0,0,0,0,0,0,10,0,0,48,0,7,0,18,93,250,227,392,294,51,15,24,1578.0,51094.0,2018,06,037,115104,06037115104
"Census Tract 1154.03, Los Angeles County, California",1036,664,662,0,0,0,0,0,0,7,0,0,0,0,0,4,6,16,62,61,171,155,124,22,20,0,14,1256.0,52500.0,2018,06,037,115403,06037115403
"Census Tract 1154.04, Los Angeles County, California",836,381,376,0,0,0,0,0,0,0,0,0,19,0,0,0,11,0,11,21,87,71,63,77,16,0,0,1387.0,63659.0,2018,06,037,115404,06037115404
"Census Tract 1171.01, Los Angeles County, California",1419,438,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,95,96,27,140,55,13,0,0,1398.0,79005.0,2018,06,037,117101,06037117101
"Census Tract 1171.02, Los Angeles County, California",820,281,268,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,12,0,27,41,87,16,42,16,0,1655.0,62643.0,2018,06,037,117102,06037117102
"Census Tract 1172.01, Los Angeles County, California",1197,837,822,0,0,0,0,47,11,0,22,35,0,0,0,1,8,6,44,93,225,156,129,0,10,35,0,1160.0,55750.0,2018,06,037,117201,06037117201
"Census Tract 1172.02, Los Angeles County, California",769,157,150,17,0,0,0,14,0,6,0,0,11,0,0,0,0,13,0,0,15,0,6,5,32,7,24,,79464.0,2018,06,037,117202,06037117202
"Census Tract 1174.07, Los Angeles County, California",972,961,961,4,0,0,0,10,0,0,0,0,0,0,0,8,39,11,88,98,266,266,155,16,0,0,0,1209.0,28512.0,2018,06,037,117407,06037117407
"Census Tract 1174.08, Los Angeles County, California",858,705,699,0,0,0,0,0,0,0,0,12,0,0,0,0,31,10,74,91,256,106,100,14,5,0,0,1128.0,34630.0,2018,06,037,117408,06037117408
"Census Tract 1190.01, Los Angeles County, California",959,210,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,59,60,54,12,0,2204.0,76932.0,2018,06,037,119001,06037119001
"Census Tract 1190.02, Los Angeles County, California",1675,504,504,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,18,44,119,9,142,67,23,22,32,1620.0,79846.0,2018,06,037,119002,06037119002
"Census Tract 1192.01, Los Angeles County, California",894,222,206,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,19,15,0,21,16,91,27,0,0,2082.0,74012.0,2018,06,037,119201,06037119201
"Census Tract 1192.02, Los Angeles County, California",1054,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,150,0,52,48,0,0,0,1190.0,64196.0,2018,06,037,119202,06037119202
"Census Tract 1193.41, Los Angeles County, California",806,534,531,0,0,0,0,25,40,5,0,34,6,0,12,19,9,0,37,34,42,106,113,49,0,0,0,1256.0,47778.0,2018,06,037,119341,06037119341
"Census Tract 1193.42, Los Angeles County, California",765,447,447,0,0,0,0,0,12,0,7,0,0,0,13,0,0,0,0,24,14,129,233,15,0,0,0,1553.0,52083.0,2018,06,037,119342,06037119342
"Census Tract 1201.03, Los Angeles County, California",841,783,783,0,0,0,10,0,0,0,0,10,0,0,9,0,0,5,41,105,261,160,162,20,0,0,0,1203.0,28073.0,2018,06,037,120103,06037120103
"Census Tract 13.08, San Bernardino County, California",1276,720,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,53,92,341,70,64,0,0,0,1345.0,52763.0,2018,06,071,001308,06071001308
"Census Tract 13.09, San Bernardino County, California",1224,567,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,168,234,105,0,0,0,1629.0,64167.0,2018,06,071,001309,06071001309
"Census Tract 3591.03, Contra Costa County, California",1914,658,596,0,0,0,0,9,0,0,0,0,0,0,0,16,14,0,16,43,77,138,202,49,32,0,0,1473.0,81481.0,2018,06,013,359103,06013359103
"Census Tract 3591.04, Contra Costa County, California",870,262,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,50,158,34,1,0,0,1717.0,73526.0,2018,06,013,359104,06013359104
"Census Tract 3591.05, Contra Costa County, California",1644,247,238,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,21,80,104,15,0,2500.0,126944.0,2018,06,013,359105,06013359105
"Census Tract 3601.01, Contra Costa County, California",1698,315,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,72,71,24,21,19,0,1486.0,87778.0,2018,06,013,360101,06013360101
"Census Tract 3601.02, Contra Costa County, California",1471,228,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,25,12,21,2179.0,115865.0,2018,06,013,360102,06013360102
"Census Tract 3650.03, Contra Costa County, California",2304,1695,1619,0,0,0,0,0,33,56,0,39,0,0,0,0,0,0,0,0,213,214,644,397,23,0,0,1698.0,64762.0,2018,06,013,365003,06013365003
"Census Tract 3680.01, Contra Costa County, California",1262,750,744,0,20,0,0,0,0,0,0,15,0,0,0,22,0,0,54,41,150,143,248,51,0,0,0,1372.0,50385.0,2018,06,013,368001,06013368001
"Census Tract 3680.02, Contra Costa County, California",1048,659,659,8,0,0,0,16,0,8,0,10,0,15,0,37,18,0,8,51,185,160,134,9,0,0,0,1214.0,46833.0,2018,06,013,368002,06013368002
"Census Tract 3922, Contra Costa County, California",3188,1276,1257,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,12,44,89,497,370,191,14,0,1946.0,82976.0,2018,06,013,392200,06013392200
"Census Tract 3923, Contra Costa County, California",821,166,166,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,20,5,24,0,6,25,61,16,2880.0,155096.0,2018,06,013,392300,06013392300
"Census Tract 9900, Contra Costa County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018,06,013,990000,06013990000
"Census Tract 1.04, Del Norte County, California",815,367,344,0,15,0,10,0,16,4,0,20,42,21,8,25,19,30,0,42,9,49,34,0,0,0,0,729.0,30901.0,2018,06,015,000104,06015000104
