NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2000,med_rent,med_hhinc,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 4278, Alameda County, California",2013,1239,1239,0,0,0,0,11,0,0,0,0,0,10,11,32,0,7,114,91,418,238,174,133,1205.0,81375.0,06,001,427800,2013,06001427800
"Census Tract 4279, Alameda County, California",2144,1304,1257,0,0,0,17,0,0,15,0,0,21,0,0,21,14,0,77,181,374,304,112,121,1189.0,66357.0,06,001,427900,2013,06001427900
"Census Tract 4280, Alameda County, California",1367,1098,1098,0,12,0,22,9,15,0,22,0,0,0,6,8,0,51,51,27,318,253,262,42,1258.0,65462.0,06,001,428000,2013,06001428000
"Census Tract 4281, Alameda County, California",1941,957,938,0,0,0,0,0,0,0,0,18,11,0,31,0,9,69,9,121,163,188,219,100,1301.0,80859.0,06,001,428100,2013,06001428100
"Census Tract 4282, Alameda County, California",2634,1219,1105,0,51,16,0,15,0,0,0,59,16,0,15,34,41,14,0,0,162,166,309,207,1445.0,82348.0,06,001,428200,2013,06001428200
"Census Tract 4283.01, Alameda County, California",2452,473,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,46,63,294,2001.0,90667.0,06,001,428301,2013,06001428301
"Census Tract 4283.02, Alameda County, California",2673,351,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,116,168,2001.0,128042.0,06,001,428302,2013,06001428302
"Census Tract 4284, Alameda County, California",1763,1170,1144,0,0,0,9,0,0,9,0,0,8,24,8,0,9,13,19,103,255,353,301,33,1331.0,65408.0,06,001,428400,2013,06001428400
"Census Tract 4285, Alameda County, California",1507,1022,1015,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,35,82,449,402,10,1447.0,61280.0,06,001,428500,2013,06001428500
"Census Tract 4286, Alameda County, California",1417,652,636,0,0,0,0,0,0,0,0,25,0,0,0,0,0,33,0,21,45,151,124,237,1673.0,76898.0,06,001,428600,2013,06001428600
"Census Tract 4287, Alameda County, California",1154,693,565,0,26,9,18,90,8,0,49,17,0,0,15,21,13,11,8,13,30,34,39,164,869.0,63750.0,06,001,428700,2013,06001428700
"Census Tract 4301.01, Alameda County, California",2237,364,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,42,285,2001.0,128472.0,06,001,430101,2013,06001430101
"Census Tract 4301.02, Alameda County, California",849,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,20,14,1688.0,98882.0,06,001,430102,2013,06001430102
"Census Tract 4302, Alameda County, California",2382,192,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,133,2001.0,110000.0,06,001,430200,2013,06001430200
"Census Tract 4303, Alameda County, California",1240,238,219,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,104,1931.0,96471.0,06,001,430300,2013,06001430300
"Census Tract 4304, Alameda County, California",755,93,83,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,11,44,2001.0,118221.0,06,001,430400,2013,06001430400
"Census Tract 4305, Alameda County, California",1938,866,802,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,22,16,190,410,99,44,1343.0,63085.0,06,001,430500,2013,06001430500
"Census Tract 4306, Alameda County, California",2094,276,209,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,23,61,11,77,1432.0,91194.0,06,001,430600,2013,06001430600
"Census Tract 4307, Alameda County, California",1273,348,317,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,58,102,47,100,1472.0,99464.0,06,001,430700,2013,06001430700
"Census Tract 4308, Alameda County, California",2076,752,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,161,118,163,201,32,1310.0,73913.0,06,001,430800,2013,06001430800
"Census Tract 4309, Alameda County, California",1769,1401,1392,0,0,0,0,8,0,0,24,0,0,0,0,10,77,9,77,101,278,444,354,10,1313.0,52465.0,06,001,430900,2013,06001430900
"Census Tract 4310, Alameda County, California",1106,774,774,0,0,0,0,0,8,0,14,47,0,0,7,9,7,0,41,97,155,121,268,0,1254.0,60441.0,06,001,431000,2013,06001431000
"Census Tract 4311, Alameda County, California",1340,1016,1003,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,40,114,394,156,204,69,1204.0,53639.0,06,001,431100,2013,06001431100
"Census Tract 4312, Alameda County, California",2460,1137,1080,0,0,0,0,0,12,0,0,0,0,0,0,0,0,31,34,13,320,233,230,207,1389.0,47842.0,06,001,431200,2013,06001431200
"Census Tract 4321, Alameda County, California",1450,330,279,0,0,0,0,0,0,0,33,0,0,0,12,0,0,0,15,80,52,43,0,44,999.0,93500.0,06,001,432100,2013,06001432100
"Census Tract 4322, Alameda County, California",1618,863,821,0,0,0,0,11,25,12,23,0,0,11,0,0,11,73,16,135,168,142,95,99,1139.0,59474.0,06,001,432200,2013,06001432200
"Census Tract 4323, Alameda County, California",1627,561,552,0,0,9,0,0,0,0,17,0,0,44,0,51,0,15,54,45,140,79,74,24,1073.0,69547.0,06,001,432300,2013,06001432300
"Census Tract 4324, Alameda County, California",1763,1004,977,0,0,0,0,0,0,19,0,0,0,0,6,11,0,24,47,126,253,236,183,72,1253.0,57906.0,06,001,432400,2013,06001432400
"Census Tract 4325.01, Alameda County, California",1474,586,560,0,0,0,0,0,0,0,11,0,0,16,1,0,0,19,11,106,174,69,118,35,1167.0,63393.0,06,001,432501,2013,06001432501
"Census Tract 4325.02, Alameda County, California",1473,757,701,0,0,0,0,9,0,0,13,10,0,0,0,21,0,0,9,65,273,200,79,22,1205.0,63342.0,06,001,432502,2013,06001432502
"Census Tract 4326, Alameda County, California",2784,1913,1913,0,0,5,0,30,0,0,12,22,0,0,0,35,0,94,103,146,623,540,267,36,1204.0,56071.0,06,001,432600,2013,06001432600
"Census Tract 4327, Alameda County, California",959,307,285,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,0,0,66,32,109,33,1496.0,84784.0,06,001,432700,2013,06001432700
"Census Tract 4328, Alameda County, California",1394,338,325,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,78,9,30,51,124,12,1370.0,82639.0,06,001,432800,2013,06001432800
"Census Tract 4330, Alameda County, California",1260,320,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,60,20,147,37,1616.0,70795.0,06,001,433000,2013,06001433000
"Census Tract 4331.02, Alameda County, California",1340,510,510,0,0,0,0,0,0,0,0,0,7,0,8,0,24,0,41,91,64,91,123,61,1305.0,67991.0,06,001,433102,2013,06001433102
"Census Tract 3100, Contra Costa County, California",1627,852,852,0,0,4,0,0,0,19,0,0,0,0,0,27,7,36,101,167,220,124,58,89,1074.0,47221.0,06,013,310000,2013,06013310000
"Census Tract 3110, Contra Costa County, California",1434,745,738,17,0,0,15,9,0,0,0,0,0,0,6,10,0,42,21,49,178,121,187,83,1295.0,48269.0,06,013,311000,2013,06013311000
"Census Tract 3120, Contra Costa County, California",713,493,484,17,17,31,48,28,18,0,5,0,35,17,9,5,0,4,56,12,44,8,74,56,814.0,28672.0,06,013,312000,2013,06013312000
"Census Tract 3131.01, Contra Costa County, California",2752,1509,1495,0,0,0,56,46,46,14,49,75,13,0,0,15,62,16,14,132,253,411,235,58,1207.0,42803.0,06,013,313101,2013,06013313101
"Census Tract 3131.02, Contra Costa County, California",1302,536,524,0,0,0,0,0,0,0,0,0,2,0,0,0,19,11,0,22,70,153,136,111,1475.0,62770.0,06,013,313102,2013,06013313102
"Census Tract 3131.03, Contra Costa County, California",2563,987,967,0,0,0,0,0,12,0,0,18,0,0,14,0,0,0,0,160,222,105,296,140,1387.0,80547.0,06,013,313103,2013,06013313103
"Census Tract 3132.03, Contra Costa County, California",944,257,252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,13,32,163,24,1687.0,61167.0,06,013,313203,2013,06013313203
"Census Tract 3132.04, Contra Costa County, California",1752,686,672,0,0,0,0,0,0,31,0,0,0,55,0,0,16,7,42,116,159,177,29,40,1108.0,58942.0,06,013,313204,2013,06013313204
"Census Tract 3132.05, Contra Costa County, California",528,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,41,6,1713.0,83915.0,06,013,313205,2013,06013313205
"Census Tract 3132.06, Contra Costa County, California",1526,764,733,0,0,0,9,40,15,37,8,8,0,0,0,21,0,8,0,37,82,193,265,10,1381.0,57788.0,06,013,313206,2013,06013313206
"Census Tract 3141.02, Contra Costa County, California",1666,438,429,0,0,0,0,0,24,0,0,0,18,0,20,0,11,10,50,37,17,74,136,32,1343.0,49837.0,06,013,314102,2013,06013314102
"Census Tract 3141.03, Contra Costa County, California",1665,868,839,14,0,7,0,0,0,5,0,0,38,0,26,22,43,96,90,34,179,123,156,6,1062.0,44763.0,06,013,314103,2013,06013314103
"Census Tract 3141.04, Contra Costa County, California",2283,1182,1110,0,0,0,15,0,0,30,28,18,0,0,79,46,0,140,14,164,262,108,163,43,1020.0,37141.0,06,013,314104,2013,06013314104
"Census Tract 3142, Contra Costa County, California",1671,632,625,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,24,38,53,149,298,12,1496.0,41272.0,06,013,314200,2013,06013314200
"Census Tract 3150, Contra Costa County, California",1138,290,290,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,11,15,0,18,120,88,1763.0,84440.0,06,013,315000,2013,06013315000
"Census Tract 3160, Contra Costa County, California",392,345,304,0,0,0,0,6,6,13,14,0,23,0,0,0,29,9,16,71,46,12,36,23,951.0,40536.0,06,013,316000,2013,06013316000
"Census Tract 3170, Contra Costa County, California",1023,594,584,0,0,0,0,0,10,0,0,0,0,0,0,0,25,9,30,56,103,132,190,29,1362.0,69293.0,06,013,317000,2013,06013317000
"Census Tract 3180, Contra Costa County, California",1374,705,705,0,0,0,0,35,10,12,0,0,0,0,15,0,0,0,88,104,248,67,78,48,1089.0,53708.0,06,013,318000,2013,06013318000
"Census Tract 3190, Contra Costa County, California",3036,1521,1484,0,0,0,0,0,0,12,0,0,11,16,64,29,9,57,68,79,434,299,280,126,1229.0,58430.0,06,013,319000,2013,06013319000
"Census Tract 3200.01, Contra Costa County, California",1169,468,458,0,0,0,0,0,7,0,0,0,0,0,0,11,0,14,20,27,49,83,107,140,1584.0,60958.0,06,013,320001,2013,06013320001
"Census Tract 3200.03, Contra Costa County, California",1041,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,73,2001.0,107445.0,06,013,320003,2013,06013320003
"Census Tract 3200.04, Contra Costa County, California",2455,796,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,214,247,246,1744.0,94767.0,06,013,320004,2013,06013320004
"Census Tract 3211.01, Contra Costa County, California",2481,774,760,0,0,0,15,0,0,0,15,0,0,0,0,37,0,0,0,0,99,131,191,272,1717.0,83238.0,06,013,321101,2013,06013321101
"Census Tract 3211.02, Contra Costa County, California",2734,373,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,33,244,2001.0,102089.0,06,013,321102,2013,06013321102
"Census Tract 3211.03, Contra Costa County, California",1707,361,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,89,76,79,95,1479.0,96060.0,06,013,321103,2013,06013321103
"Census Tract 3212, Contra Costa County, California",2303,1253,1229,0,0,0,0,13,0,0,0,0,0,30,13,0,12,0,0,76,300,196,377,212,1467.0,56775.0,06,013,321200,2013,06013321200
"Census Tract 3220, Contra Costa County, California",2654,911,896,0,0,17,0,0,0,16,0,0,0,0,0,12,0,11,0,159,144,48,176,313,1616.0,89722.0,06,013,322000,2013,06013322000
"Census Tract 3230, Contra Costa County, California",1752,393,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,119,74,164,1780.0,91250.0,06,013,323000,2013,06013323000
"Census Tract 3240.01, Contra Costa County, California",2749,2334,2334,0,0,0,0,75,0,0,0,0,0,33,0,25,0,0,35,58,696,501,654,257,1372.0,65873.0,06,013,324001,2013,06013324001
"Census Tract 3240.02, Contra Costa County, California",2480,1770,1770,0,0,0,40,81,41,0,0,29,0,0,0,0,13,46,0,164,469,144,493,250,1253.0,61306.0,06,013,324002,2013,06013324002
"Census Tract 3250, Contra Costa County, California",2275,796,770,0,0,0,0,0,0,16,0,0,0,0,18,42,12,0,0,0,270,202,89,121,1283.0,77972.0,06,013,325000,2013,06013325000
"Census Tract 3260, Contra Costa County, California",1414,376,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,214,2001.0,96154.0,06,013,326000,2013,06013326000
"Census Tract 3270, Contra Costa County, California",2796,847,797,0,0,0,0,0,0,16,0,0,0,0,33,9,16,0,156,21,170,197,179,0,1217.0,51673.0,06,013,327000,2013,06013327000
"Census Tract 3280, Contra Costa County, California",1362,1309,1269,0,0,26,8,15,7,0,50,27,39,31,16,41,16,25,35,100,261,155,210,207,1190.0,30974.0,06,013,328000,2013,06013328000
"Census Tract 3290, Contra Costa County, California",2275,800,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,63,112,108,356,104,1595.0,66191.0,06,013,329000,2013,06013329000
"Census Tract 3300, Contra Costa County, California",1882,639,587,0,0,0,0,0,0,0,0,33,0,0,0,27,0,0,12,7,54,64,237,153,1704.0,73289.0,06,013,330000,2013,06013330000
"Census Tract 3310, Contra Costa County, California",2670,1083,1048,0,0,0,0,8,0,0,18,0,0,0,0,18,0,0,15,83,270,242,216,178,1366.0,69329.0,06,013,331000,2013,06013331000
"Census Tract 3320, Contra Costa County, California",2921,764,750,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,8,28,244,89,169,180,1427.0,70898.0,06,013,332000,2013,06013332000
"Census Tract 3331.01, Contra Costa County, California",1466,463,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,43,95,127,1445.0,72976.0,06,013,333101,2013,06013333101
"Census Tract 3331.02, Contra Costa County, California",1534,378,369,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,185,77,12,85,1236.0,72125.0,06,013,333102,2013,06013333102
"Census Tract 3332, Contra Costa County, California",2158,564,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,139,45,114,196,1739.0,75357.0,06,013,333200,2013,06013333200
"Census Tract 3340.01, Contra Costa County, California",1462,798,798,0,0,0,75,32,11,22,9,10,8,0,0,0,0,0,12,74,96,169,167,113,1324.0,54688.0,06,013,334001,2013,06013334001
"Census Tract 3340.04, Contra Costa County, California",3044,1312,1295,0,0,0,13,90,13,0,0,0,0,0,29,31,15,13,53,55,276,291,274,142,1301.0,74075.0,06,013,334004,2013,06013334004
"Census Tract 3340.06, Contra Costa County, California",1655,253,231,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,67,152,2001.0,119832.0,06,013,334006,2013,06013334006
"Census Tract 3342, Contra Costa County, California",2767,736,736,17,0,0,0,0,16,17,53,0,0,0,29,0,0,0,0,0,16,37,41,510,2001.0,129417.0,06,013,334200,2013,06013334200
"Census Tract 3350, Contra Costa County, California",1262,403,386,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,47,93,220,16,1598.0,70357.0,06,013,335000,2013,06013335000
"Census Tract 3361.01, Contra Costa County, California",1399,1162,1162,0,11,0,0,11,12,9,0,0,0,0,22,9,0,20,0,377,312,252,103,24,1088.0,39934.0,06,013,336101,2013,06013336101
"Census Tract 3361.02, Contra Costa County, California",2392,2175,2150,0,0,18,0,17,0,0,0,0,0,12,0,0,50,32,45,339,842,596,187,12,1167.0,41948.0,06,013,336102,2013,06013336102
"Census Tract 3362.01, Contra Costa County, California",1126,386,373,0,0,0,19,0,0,0,0,9,0,0,21,0,0,48,31,26,19,29,100,71,1366.0,69561.0,06,013,336201,2013,06013336201
"Census Tract 3362.02, Contra Costa County, California",1634,1370,1370,0,0,0,0,0,0,0,0,16,0,0,28,0,21,90,124,257,599,160,50,25,1062.0,33221.0,06,013,336202,2013,06013336202
"Census Tract 3371, Contra Costa County, California",1174,249,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,98,57,18,1399.0,86957.0,06,013,337100,2013,06013337100
"Census Tract 3372, Contra Costa County, California",2974,861,849,0,0,0,0,0,0,0,0,0,31,0,70,0,46,0,65,50,154,221,173,39,1260.0,58158.0,06,013,337200,2013,06013337200
"Census Tract 3373, Contra Costa County, California",2173,416,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,102,66,61,123,1441.0,121901.0,06,013,337300,2013,06013337300
"Census Tract 3381.01, Contra Costa County, California",1701,840,809,0,0,0,0,0,0,0,0,0,29,0,0,0,0,24,34,25,227,330,37,103,1300.0,50031.0,06,013,338101,2013,06013338101
"Census Tract 3381.02, Contra Costa County, California",1313,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,66,64,1799.0,93601.0,06,013,338102,2013,06013338102
"Census Tract 3382.01, Contra Costa County, California",1415,163,163,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,23,68,33,18,1388.0,111066.0,06,013,338201,2013,06013338201
"Census Tract 3382.03, Contra Costa County, California",2468,1499,1499,0,0,0,0,0,37,0,0,0,0,19,0,0,0,0,14,22,95,436,672,204,1594.0,86728.0,06,013,338203,2013,06013338203
"Census Tract 3382.04, Contra Costa County, California",2654,934,907,0,0,24,0,30,57,0,0,0,0,0,0,11,0,0,0,14,66,122,357,226,1681.0,93194.0,06,013,338204,2013,06013338204
"Census Tract 3383.01, Contra Costa County, California",1071,81,81,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,27,40,1991.0,131125.0,06,013,338301,2013,06013338301
"Census Tract 3383.02, Contra Costa County, California",2181,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,18,95,2001.0,140938.0,06,013,338302,2013,06013338302
"Census Tract 3390.01, Contra Costa County, California",1895,1742,1735,10,0,34,0,0,0,0,9,0,0,23,0,0,0,0,40,150,483,500,374,112,1309.0,56635.0,06,013,339001,2013,06013339001
"Census Tract 3390.02, Contra Costa County, California",3083,2134,2134,10,0,0,0,0,45,0,0,0,0,0,13,0,0,0,16,205,486,435,481,443,1418.0,63527.0,06,013,339002,2013,06013339002
"Census Tract 3400.01, Contra Costa County, California",2384,950,934,0,0,0,0,0,0,7,0,42,0,0,0,0,0,15,14,49,170,321,227,89,1382.0,81541.0,06,013,340001,2013,06013340001
"Census Tract 3400.02, Contra Costa County, California",2829,750,695,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,48,0,64,99,154,317,1901.0,106948.0,06,013,340002,2013,06013340002
"Census Tract 3410, Contra Costa County, California",1924,709,709,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,0,11,83,282,115,190,1456.0,92926.0,06,013,341000,2013,06013341000
"Census Tract 3430.01, Contra Costa County, California",2089,1019,977,0,0,0,0,0,0,0,0,0,0,49,0,0,0,31,33,51,104,452,160,97,1372.0,78977.0,06,013,343001,2013,06013343001
"Census Tract 3430.02, Contra Costa County, California",1940,574,574,0,0,0,12,0,0,0,81,15,0,0,0,0,0,0,0,0,132,90,96,148,1381.0,97500.0,06,013,343002,2013,06013343002
"Census Tract 3430.03, Contra Costa County, California",1394,291,291,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,113,51,54,52,1306.0,107361.0,06,013,343003,2013,06013343003
"Census Tract 3451.01, Contra Costa County, California",1858,566,566,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,58,62,125,188,109,1537.0,105393.0,06,013,345101,2013,06013345101
"Census Tract 3451.02, Contra Costa County, California",1244,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,128,2001.0,137941.0,06,013,345102,2013,06013345102
"Census Tract 3451.03, Contra Costa County, California",1867,379,370,0,0,0,0,0,0,0,15,0,0,29,0,11,0,0,77,9,28,94,34,73,1293.0,109750.0,06,013,345103,2013,06013345103
"Census Tract 3451.05, Contra Costa County, California",2249,542,523,0,0,0,0,0,33,0,0,0,0,10,0,0,0,0,0,0,0,0,151,329,2001.0,112452.0,06,013,345105,2013,06013345105
"Census Tract 3451.08, Contra Costa County, California",3223,682,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,23,195,342,2001.0,132406.0,06,013,345108,2013,06013345108
"Census Tract 3451.11, Contra Costa County, California",1919,891,877,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0,93,340,336,69,1475.0,109063.0,06,013,345111,2013,06013345111
"Census Tract 3451.12, Contra Costa County, California",2298,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,139,605,236,1683.0,108849.0,06,013,345112,2013,06013345112
"Census Tract 3451.13, Contra Costa County, California",1468,114,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2001.0,162845.0,06,013,345113,2013,06013345113
"Census Tract 3451.14, Contra Costa County, California",2614,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2001.0,133000.0,06,013,345114,2013,06013345114
"Census Tract 3451.15, Contra Costa County, California",1751,272,261,7,0,0,0,0,7,6,0,0,0,0,0,0,32,0,0,0,0,0,81,128,1985.0,158708.0,06,013,345115,2013,06013345115
"Census Tract 3451.16, Contra Costa County, California",916,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,143,2001.0,127500.0,06,013,345116,2013,06013345116
"Census Tract 3452.02, Contra Costa County, California",3217,1485,1384,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,61,222,618,462,1814.0,114960.0,06,013,345202,2013,06013345202
"Census Tract 3452.03, Contra Costa County, California",2665,701,667,0,0,0,0,0,0,0,0,0,15,0,15,15,18,0,15,0,28,93,204,264,1830.0,119867.0,06,013,345203,2013,06013345203
"Census Tract 3452.04, Contra Costa County, California",1264,85,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,1625.0,134800.0,06,013,345204,2013,06013345204
"Census Tract 3461.01, Contra Costa County, California",1279,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,122,2001.0,152950.0,06,013,346101,2013,06013346101
"Census Tract 3461.02, Contra Costa County, California",1980,116,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2001.0,162833.0,06,013,346102,2013,06013346102
"Census Tract 3462.01, Contra Costa County, California",2712,387,371,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,22,38,285,2001.0,132760.0,06,013,346201,2013,06013346201
"Census Tract 3462.03, Contra Costa County, California",1392,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29,0.0,122763.0,06,013,346203,2013,06013346203
"Census Tract 3462.04, Contra Costa County, California",2555,365,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,50,218,2001.0,164893.0,06,013,346204,2013,06013346204
"Census Tract 3470, Contra Costa County, California",2395,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,37,82,122,17,37,1256.0,161536.0,06,013,347000,2013,06013347000
"Census Tract 4331.03, Alameda County, California",1529,1327,1225,0,14,0,0,0,0,0,0,12,7,49,75,11,23,35,69,202,408,146,132,42,1071.0,44927.0,06,001,433103,2013,06001433103
"Census Tract 4331.04, Alameda County, California",1848,1349,1303,0,14,0,0,17,12,10,33,0,74,18,74,0,21,0,68,89,358,142,269,104,1155.0,42393.0,06,001,433104,2013,06001433104
